,enrollee_id,relevent_experience,experience,last_new_job,target
9790,7667,No relevent experience,4,2,0
9791,20025,Has relevent experience,10,5,1
9792,3246,Has relevent experience,14,1,1
9794,9960,Has relevent experience,17,5,0
9795,3343,No relevent experience,20,1,0
9796,28152,Has relevent experience,20,5,0
9797,18554,Has relevent experience,9,1,0
9798,30402,No relevent experience,8,1,0
9799,13285,Has relevent experience,20,5,0
9800,4510,No relevent experience,3,0,0
9801,6860,Has relevent experience,7,0,1
9802,15782,No relevent experience,16,1,0
9803,7414,Has relevent experience,15,1,0
9804,11822,No relevent experience,4,1,1
9806,14322,Has relevent experience,4,1,0
9807,33327,Has relevent experience,20,5,0
9808,8611,Has relevent experience,20,5,1
9809,22463,Has relevent experience,7,4,1
9810,9435,No relevent experience,4,1,0
9811,694,Has relevent experience,8,5,0
9812,14095,Has relevent experience,2,2,1
9813,27285,Has relevent experience,20,5,0
9814,14652,No relevent experience,2,0,0
9815,1432,Has relevent experience,14,1,0
9816,10286,No relevent experience,10,1,1
9817,16634,Has relevent experience,20,3,0
9818,24070,No relevent experience,8,4,0
9819,24247,Has relevent experience,3,0,0
9820,17874,Has relevent experience,9,1,0
9821,2841,Has relevent experience,20,1,0
9822,337,No relevent experience,20,3,0
9823,3625,Has relevent experience,20,1,0
9824,1789,No relevent experience,0,1,0
9825,22166,Has relevent experience,17,2,0
9826,12968,Has relevent experience,10,2,0
9827,12237,Has relevent experience,7,3,0
9828,31971,Has relevent experience,19,5,0
9829,9398,Has relevent experience,7,1,1
9830,7737,Has relevent experience,14,1,0
9831,18771,Has relevent experience,8,4,0
9832,15190,No relevent experience,13,1,1
9833,17143,Has relevent experience,20,5,0
9834,10610,Has relevent experience,7,2,0
9835,574,No relevent experience,9,1,1
9836,11998,Has relevent experience,9,0,1
9837,23788,Has relevent experience,20,1,0
9838,21284,Has relevent experience,4,1,0
9839,2447,No relevent experience,2,1,1
9840,6954,Has relevent experience,9,1,0
9841,17716,Has relevent experience,20,5,0
9842,29591,Has relevent experience,0,5,0
9843,5711,Has relevent experience,20,5,0
9844,28830,No relevent experience,6,0,1
9846,32048,Has relevent experience,9,2,0
9847,10056,Has relevent experience,11,1,0
9848,22012,No relevent experience,16,3,0
9849,3355,Has relevent experience,20,5,0
9850,1301,Has relevent experience,20,1,0
9851,2753,Has relevent experience,8,0,1
9852,13528,Has relevent experience,7,3,0
9853,22389,Has relevent experience,10,1,1
9854,29048,Has relevent experience,0,2,1
9855,3816,Has relevent experience,20,1,0
9856,19609,Has relevent experience,10,1,0
9857,26775,Has relevent experience,20,5,0
9858,21070,No relevent experience,3,1,1
9859,27128,No relevent experience,9,0,0
9860,8296,Has relevent experience,10,2,0
9861,18595,No relevent experience,2,1,0
9862,31346,No relevent experience,20,4,1
9863,16847,No relevent experience,7,1,1
9864,25087,Has relevent experience,16,2,0
9865,33176,Has relevent experience,10,1,0
9867,24506,No relevent experience,20,5,0
9868,27454,Has relevent experience,10,1,0
9869,25832,Has relevent experience,17,1,0
9870,1472,Has relevent experience,20,5,0
9871,12178,Has relevent experience,5,1,1
9872,13828,Has relevent experience,20,5,0
9873,11341,Has relevent experience,13,3,0
9874,4402,Has relevent experience,20,5,0
9876,5680,Has relevent experience,17,1,0
9877,20106,No relevent experience,2,1,0
9878,5730,Has relevent experience,6,3,0
9879,4200,Has relevent experience,6,3,0
9880,33315,Has relevent experience,5,1,0
9881,3855,No relevent experience,14,0,0
9882,4837,No relevent experience,8,5,1
9883,24159,No relevent experience,7,1,0
9884,28184,Has relevent experience,0,0,1
9885,17861,No relevent experience,6,1,1
9886,16172,Has relevent experience,3,0,0
9887,30882,No relevent experience,9,1,0
9888,11326,No relevent experience,3,0,0
9889,24006,Has relevent experience,3,0,1
9890,22459,Has relevent experience,4,1,0
9891,11180,Has relevent experience,9,5,0
9892,7169,Has relevent experience,4,4,0
9894,6682,Has relevent experience,15,3,1
9895,3495,No relevent experience,13,5,0
9896,6210,Has relevent experience,11,5,0
9897,32073,Has relevent experience,9,2,0
9898,21365,No relevent experience,4,0,1
9899,19528,Has relevent experience,8,1,0
9900,26826,Has relevent experience,20,5,0
9901,3667,Has relevent experience,2,1,0
9902,24291,Has relevent experience,13,2,0
9903,5957,Has relevent experience,15,2,0
9904,25564,Has relevent experience,0,1,0
9905,12357,Has relevent experience,20,4,1
9906,6243,Has relevent experience,8,4,0
9907,276,No relevent experience,10,1,0
9908,8951,No relevent experience,0,3,1
9909,14291,No relevent experience,4,1,0
9910,26403,Has relevent experience,16,2,1
9911,18802,No relevent experience,14,1,1
9912,327,No relevent experience,2,1,1
9913,11515,Has relevent experience,20,1,0
9914,7997,Has relevent experience,6,3,1
9915,28091,Has relevent experience,20,4,0
9916,16442,Has relevent experience,7,1,0
9917,15334,Has relevent experience,9,2,1
9918,18167,Has relevent experience,13,3,0
9919,31341,Has relevent experience,20,5,0
9920,30518,No relevent experience,10,1,0
9921,22549,Has relevent experience,9,3,0
9922,26766,Has relevent experience,13,1,0
9923,6702,No relevent experience,1,1,0
9924,2584,Has relevent experience,20,2,0
9925,10306,Has relevent experience,6,2,0
9926,5755,Has relevent experience,15,5,0
9927,13457,No relevent experience,14,5,0
9928,22291,Has relevent experience,20,1,0
9929,736,Has relevent experience,20,5,1
9930,24085,Has relevent experience,3,1,1
9931,24043,No relevent experience,5,0,1
9932,2237,Has relevent experience,20,5,0
9933,32759,Has relevent experience,6,2,1
9934,6753,Has relevent experience,17,1,0
9935,16327,Has relevent experience,6,0,0
9936,7429,Has relevent experience,20,3,0
9937,24964,Has relevent experience,2,1,1
9938,24832,Has relevent experience,20,5,0
9939,11736,No relevent experience,7,0,1
9940,71,Has relevent experience,20,2,0
9941,21954,No relevent experience,10,5,0
9942,5404,No relevent experience,20,5,0
9944,21295,No relevent experience,10,0,0
9946,8394,Has relevent experience,12,5,0
9947,19600,Has relevent experience,18,4,0
9948,25163,No relevent experience,4,2,0
9949,200,Has relevent experience,20,3,1
9950,32068,Has relevent experience,19,0,1
9951,16047,Has relevent experience,9,1,0
9952,15828,Has relevent experience,12,4,0
9953,8246,Has relevent experience,14,1,0
9954,5986,Has relevent experience,5,2,0
9955,27785,Has relevent experience,2,1,0
9956,18969,Has relevent experience,5,1,0
9957,9893,Has relevent experience,4,1,1
9958,28160,No relevent experience,3,0,0
9960,12763,Has relevent experience,9,3,0
9961,7963,Has relevent experience,8,1,1
9962,30431,Has relevent experience,10,5,0
9963,18176,No relevent experience,1,0,0
9964,13896,Has relevent experience,7,2,0
9965,25441,Has relevent experience,16,5,0
9966,15344,No relevent experience,2,2,0
9967,10312,Has relevent experience,10,1,0
9968,21877,Has relevent experience,13,2,0
9969,10725,Has relevent experience,5,1,0
9970,19181,Has relevent experience,3,1,0
9971,15275,No relevent experience,9,5,0
9972,18091,Has relevent experience,14,1,0
9973,4813,Has relevent experience,4,1,0
9975,5269,Has relevent experience,16,4,0
9976,19105,Has relevent experience,20,2,0
9977,30415,Has relevent experience,20,1,0
9979,14663,Has relevent experience,0,2,1
9980,30540,No relevent experience,6,0,0
9981,221,No relevent experience,15,0,0
9982,22333,Has relevent experience,5,1,0
9983,13212,Has relevent experience,16,3,0
9984,26201,Has relevent experience,13,5,0
9985,28004,Has relevent experience,9,2,0
9986,10180,Has relevent experience,20,5,0
9987,13769,Has relevent experience,7,1,0
9988,5998,Has relevent experience,2,2,0
9989,20474,Has relevent experience,9,1,0
9991,30780,No relevent experience,0,1,1
9992,4567,Has relevent experience,5,1,0
9993,10761,Has relevent experience,20,1,0
9994,3026,Has relevent experience,17,1,0
9995,27017,No relevent experience,0,0,0
9996,7559,Has relevent experience,4,1,0
9997,12332,No relevent experience,2,1,0
9998,3974,Has relevent experience,7,1,1
9999,13267,Has relevent experience,9,1,0
10001,17605,No relevent experience,20,0,0
10002,20912,No relevent experience,5,0,0
10003,13948,No relevent experience,20,1,0
10004,15205,No relevent experience,7,1,0
10005,15140,Has relevent experience,8,1,0
10006,21736,No relevent experience,7,1,1
10007,19800,Has relevent experience,4,1,0
10008,23755,Has relevent experience,16,5,0
10009,12148,No relevent experience,20,5,0
10010,16451,Has relevent experience,6,0,1
10011,27190,No relevent experience,2,1,1
10012,19370,No relevent experience,2,0,0
10013,20207,No relevent experience,20,5,0
10014,4749,No relevent experience,0,1,0
10015,21338,No relevent experience,3,0,0
10016,18506,Has relevent experience,1,1,0
10017,19715,Has relevent experience,3,2,0
10018,10550,Has relevent experience,10,0,1
10019,32681,No relevent experience,3,1,0
10020,12075,Has relevent experience,9,5,0
10021,10828,Has relevent experience,11,2,0
10022,17948,Has relevent experience,7,3,0
10023,22514,Has relevent experience,10,5,0
10024,4,No relevent experience,9,5,0
10025,18446,Has relevent experience,8,3,0
10026,27469,Has relevent experience,10,3,0
10027,32443,No relevent experience,5,1,0
10028,14208,Has relevent experience,12,1,0
10029,28786,Has relevent experience,12,0,0
10030,16053,Has relevent experience,20,5,0
10031,9847,Has relevent experience,20,5,0
10032,114,Has relevent experience,20,1,0
10033,19839,No relevent experience,8,1,0
10034,12455,No relevent experience,2,0,0
10035,26933,Has relevent experience,5,1,0
10036,1370,Has relevent experience,2,1,1
10037,20539,No relevent experience,20,5,0
10038,8224,Has relevent experience,3,0,0
10039,10221,No relevent experience,9,4,0
10040,6888,No relevent experience,5,2,0
10041,10821,Has relevent experience,6,4,0
10042,24952,Has relevent experience,7,0,0
10043,17227,No relevent experience,20,0,0
10044,24801,Has relevent experience,13,1,0
10045,29285,No relevent experience,7,2,0
10046,7399,Has relevent experience,10,2,0
10047,13647,Has relevent experience,20,1,0
10048,17212,Has relevent experience,15,5,0
10049,30152,Has relevent experience,7,5,0
10050,2232,Has relevent experience,14,1,0
10051,28813,No relevent experience,17,5,0
10052,19526,Has relevent experience,10,2,0
10053,7264,Has relevent experience,20,2,1
10054,31261,Has relevent experience,4,1,0
10055,14686,Has relevent experience,4,1,0
10057,20440,No relevent experience,20,2,0
10058,10832,No relevent experience,20,5,0
10059,19219,Has relevent experience,5,1,0
10060,25732,Has relevent experience,17,2,0
10061,13091,No relevent experience,6,3,0
10062,17922,Has relevent experience,3,1,1
10064,32238,No relevent experience,8,1,0
10065,8104,Has relevent experience,13,0,0
10066,27077,Has relevent experience,16,1,0
10067,4093,Has relevent experience,19,2,0
10068,7325,Has relevent experience,16,1,0
10069,11467,No relevent experience,10,1,0
10070,15611,Has relevent experience,14,1,0
10071,24160,No relevent experience,2,0,1
10072,22381,Has relevent experience,7,1,0
10073,24452,Has relevent experience,6,1,0
10074,10592,Has relevent experience,15,2,0
10075,18103,Has relevent experience,14,2,0
10076,13304,Has relevent experience,6,1,0
10077,10773,No relevent experience,2,0,0
10078,17772,Has relevent experience,5,1,1
10079,20991,No relevent experience,2,1,1
10080,7365,No relevent experience,9,5,0
10081,13076,Has relevent experience,20,4,1
10082,32852,Has relevent experience,0,1,0
10083,16749,No relevent experience,16,5,0
10085,18453,Has relevent experience,8,2,1
10086,11443,No relevent experience,15,0,1
10087,29925,No relevent experience,2,0,1
10088,25486,No relevent experience,5,1,0
10089,23126,Has relevent experience,20,1,0
10090,13681,Has relevent experience,20,5,0
10091,20147,No relevent experience,1,0,0
10092,21198,Has relevent experience,16,5,0
10093,17048,No relevent experience,9,2,1
10094,4351,Has relevent experience,15,5,0
10095,8809,Has relevent experience,20,5,0
10096,6970,No relevent experience,3,1,0
10097,22603,Has relevent experience,0,1,0
10098,28169,Has relevent experience,20,4,0
10099,6113,Has relevent experience,20,2,0
10101,4671,No relevent experience,1,1,1
10102,12899,Has relevent experience,18,1,0
10103,9318,No relevent experience,4,0,1
10104,19318,Has relevent experience,2,0,0
10105,31978,No relevent experience,2,0,0
10106,11167,No relevent experience,5,2,1
10107,19244,Has relevent experience,20,5,0
10108,25784,Has relevent experience,6,3,0
10109,15247,Has relevent experience,20,5,0
10110,29090,Has relevent experience,10,1,0
10111,23664,Has relevent experience,20,1,0
10112,17562,Has relevent experience,20,1,1
10113,14485,Has relevent experience,5,2,0
10114,31383,No relevent experience,3,0,0
10115,19326,Has relevent experience,6,1,0
10116,28923,Has relevent experience,17,1,0
10117,12833,Has relevent experience,20,1,0
10118,13724,No relevent experience,9,2,0
10119,3338,Has relevent experience,12,4,0
10120,26843,Has relevent experience,7,1,0
10121,32951,No relevent experience,1,1,1
10122,19273,No relevent experience,7,2,0
10123,28206,Has relevent experience,12,1,1
10124,24075,Has relevent experience,6,3,1
10125,25829,No relevent experience,9,2,1
10126,7330,Has relevent experience,20,5,1
10127,23490,No relevent experience,4,0,1
10128,3174,Has relevent experience,9,2,0
10129,21559,Has relevent experience,7,2,0
10130,20274,No relevent experience,19,4,0
10131,9759,Has relevent experience,2,1,0
10132,10617,Has relevent experience,15,1,0
10133,5028,Has relevent experience,20,5,0
10134,25245,Has relevent experience,12,1,0
10135,31747,No relevent experience,15,5,1
10136,10547,No relevent experience,5,1,0
10137,30087,Has relevent experience,1,1,1
10138,25201,No relevent experience,6,2,0
10139,27210,Has relevent experience,20,1,0
10140,5231,Has relevent experience,13,1,0
10141,13797,Has relevent experience,5,1,0
10142,24828,No relevent experience,20,5,0
10143,25254,Has relevent experience,2,1,1
10144,7843,Has relevent experience,13,1,1
10145,20208,Has relevent experience,7,1,0
10146,31032,Has relevent experience,20,3,0
10147,31960,Has relevent experience,5,1,0
10148,30247,Has relevent experience,13,5,0
10149,19036,Has relevent experience,1,1,0
10150,18408,Has relevent experience,20,2,0
10152,27073,Has relevent experience,8,1,1
10153,1811,Has relevent experience,17,5,1
10154,26975,No relevent experience,4,0,0
10155,8059,Has relevent experience,7,1,0
10157,3272,Has relevent experience,20,5,0
10158,10484,Has relevent experience,20,1,0
10159,22820,Has relevent experience,6,0,0
10160,21640,Has relevent experience,9,1,0
10161,32986,Has relevent experience,6,1,0
10162,7538,No relevent experience,10,1,0
10163,19084,Has relevent experience,5,1,0
10164,15716,Has relevent experience,0,1,0
10165,23733,No relevent experience,5,0,1
10166,15499,Has relevent experience,19,1,0
10167,23355,No relevent experience,0,0,0
10168,25195,No relevent experience,4,0,0
10169,3643,Has relevent experience,20,5,0
10170,31670,Has relevent experience,20,1,0
10171,111,Has relevent experience,7,3,0
